"","GenoID_RAD","Tag_Date","Tag_ID","Length","Weight","Fin_Clip_Number","Comment","Tank","Treatment","collector","Smolt_Assessment","SA_date","FL","WT","SI_text","SI_code","Tank.1","Tech","SWC_PIT","SWC_mort_14_day","Mort_Date","SWC_Tank","SWC_FL","X48_hr_SWC_mort"
"1283","L16_26","12/9/20","3D6.1D5958A3B7",133,26.2,1648,NA,12,"LW","chris","3D6.1D5958A3B7","4/19/21",211,100.4,"Smolt",3,12,"AM","3D6.1D5958A3B7",1,"5/8/21",35,206,0
"1284","L16_34","12/9/20","3D6.1D595927FE",114,17.5,1649,NA,12,"LW","chris","3D6.1D595927FE","4/19/21",198,93.5,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1285","L16_42","12/9/20","3D6.1D59587344",144,31.9,1650,NA,12,"LW","chris","3D6.1D59587344",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1286","L16_58","12/9/20","3D6.1D59587BAE",129,26.1,1652,NA,12,"LW","chris","3D6.1D59587BAE","4/19/21",211,107.4,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1287","L16_66","12/9/20","3D6.1D59592426",111,15.2,1653,NA,12,"LW","chris","3D6.1D59592426","4/19/21",184,66.9,"Smolt",3,12,"AM","3D6.1D59592426",1,"5/5/21",34,177,1
"1288","L16_74","12/9/20","3D6.1D59591A1A",103,12.5,1654,NA,12,"LW","chris","3D6.1D59591A1A","4/19/21",186,72.9,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1289","L16_82","12/9/20","3D6.1D59587C18",121,19.1,1655,NA,12,"LW","chris","3D6.1D59587C18","4/19/21",208,95.1,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1290","L16_90","12/9/20","3D6.1D595391A9",98,10.6,1656,NA,12,"LW","chris","3D6.1D595391A9","4/19/21",169,51.3,"Transitional",2,12,"AM",NA,0,NA,NA,NA,NA
"1291","L16_3","12/9/20","3D6.1D594D6A32",92,8.6,1657,NA,12,"LW","chris","3D6.1D594D6A32","4/19/21",172,56.6,"Transitional",2,12,"AM","3D6.1D594D6A32",1,"5/6/21",35,171,0
"1292","L16_11","12/9/20","3D6.1D59589061",88,7.2,1658,NA,12,"LW","chris","3D6.1D59589061","4/19/21",171,54.5,"Transitional",2,12,"AM","3D6.1D59589061",1,"5/6/21",34,164,0
"1293","L16_19","12/9/20","3D6.1D594D728A",131,25.6,1659,NA,12,"LW","chris","3D6.1D594D728A","4/19/21",237,146.2,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1294","L16_27","12/9/20","3D6.1D5958ADDA",89,8.2,1660,NA,12,"LW","chris","3D6.1D5958ADDA","4/19/21",150,38.8,"Transitional",2,12,"AM","3D6.1D5958ADDA",1,"5/5/21",34,148,1
"1295","L16_35","12/9/20","3D6.1D5959296A",104,12,1661,NA,12,"LW","chris","3D6.1D5959296A","4/19/21",175,57.1,"Smolt",3,12,"AM","3D6.1D5959296A",1,"5/10/21",35,168,0
"1296","L16_43","12/9/20","3D6.1D59592D01",122,19.5,1662,NA,12,"LW","chris","3D6.1D59592D01","4/19/21",209,100.3,"Transitional",2,12,"AM","3D6.1D59592D01",1,"5/8/21",35,205,0
"1297","L16_51","12/9/20","3D6.1D594D84A1",149,39.5,1663,NA,12,"LW","chris","3D6.1D594D84A1",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1298","L16_59","12/9/20","3D6.1D5959153B",127,23.4,1664,NA,12,"LW","chris","3D6.1D5959153B","4/19/21",198,87.9,"Smolt",3,12,"AM","3D6.1D5959153B",1,"5/10/21",35,186,0
"1299","L16_67","12/9/20","3D6.1D59591800",118,18.5,1665,NA,12,"LW","chris","3D6.1D59591800","4/19/21",204,96.9,"Smolt",3,12,"AM","3D6.1D59591800",1,"5/10/21",35,195,0
"1300","L16_75","12/9/20","3D6.1D595923D5",138,30.1,1666,NA,12,"LW","chris","3D6.1D595923D5","4/19/21",220,120.1,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1301","L16_83","12/9/20","3D6.1D5958ADD4",129,22.3,1667,NA,12,"LW","chris","3D6.1D5958ADD4",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1302","L16_91","12/9/20","3D6.1D594D87BA",141,31.3,1668,NA,12,"LW","chris","3D6.1D594D87BA","4/19/21",241,152.7,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1303","L16_4","12/9/20","3D6.1D5958FEA0",134,26.3,1669,NA,12,"LW","chris","3D6.1D5958FEA0","4/19/21",231,145.1,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1304","L16_12","12/9/20","3D6.1D59591EE3",87,7.9,1670,NA,12,"LW","chris","3D6.1D59591EE3","4/19/21",160,47.4,"Transitional",2,12,"AM","3D6.1D59591EE3",1,"5/7/21",34,158,0
"1305","L16_20","12/9/20","3D6.1D595850AE",127,20.3,1671,NA,12,"LW","chris","3D6.1D595850AE","4/19/21",216,102.8,"Smolt",3,12,"AM","3D6.1D595850AE",1,"5/5/21",35,209,1
"1306","L16_28","12/9/20","3D6.1D595915A8",84,6.5,1672,NA,12,"LW","chris","3D6.1D595915A8","4/19/21",151,36,"Smolt",3,12,"AM","3D6.1D595915A8",1,"5/13/21",35,136,0
"1307","L16_36","12/9/20","3D6.1D594D8468",113,16.8,1673,NA,12,"LW","chris","3D6.1D594D8468","4/19/21",223,59.9,"Transitional",2,12,"AM",NA,0,NA,NA,NA,NA
"1308","L16_44","12/9/20","3D6.1D594D8CE6",132,26.3,1674,NA,12,"LW","chris","3D6.1D594D8CE6","4/19/21",222,130.2,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1309","L16_52","12/9/20","3D6.1D59591892",110,14.3,1675,NA,12,"LW","chris","3D6.1D59591892","4/19/21",190,81.6,"Smolt",3,12,"AM","3D6.1D59591892",1,"5/8/21",35,188,0
"1310","L16_60","12/9/20","3D6.1D59590774",113,15.7,1676,NA,12,"LW","chris","3D6.1D59590774","4/19/21",195,82.2,"Smolt",3,12,"AM","3D6.1D59590774",1,"5/7/21",35,191,0
"1311","L16_68","12/9/20","3D6.1D59592369",118,19.7,1677,NA,12,"LW","chris","3D6.1D59592369","4/19/21",213,101.5,"Smolt",3,12,"AM","3D6.1D59592369",1,"5/6/21",35,204,0
"1312","L16_76","12/9/20","3D6.1D5958A7EC",135,28.1,1678,NA,12,"LW","chris","3D6.1D5958A7EC","4/19/21",204,90.2,"Smolt",3,12,"AM","3D6.1D5958A7EC",1,"5/10/21",35,183,0
"1313","L16_84","12/9/20","3D6.1D5958A870",127,23.2,1679,NA,12,"LW","chris","3D6.1D5958A870","4/19/21",236,143.3,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1314","L16_92","12/9/20","3D6.1D59585917",144,29,1680,NA,12,"LW","chris","3D6.1D59585917","4/19/21",247,153.6,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1315","L16_5","12/9/20","3D6.1D5958B14A",133,27.2,1681,NA,12,"LW","chris","3D6.1D5958B14A","4/19/21",237,161.5,"Smolt",3,12,"AM","3D6.1D5958B14A",1,"5/12/21",35,232,0
"1316","L16_13","12/9/20","3D6.1D594D778A",132,25.1,1682,NA,12,"LW","chris","3D6.1D594D778A","4/19/21",210,94.6,"Smolt",3,12,"AM","3D6.1D594D778A",1,"5/7/21",35,203,0
"1317","L16_21","12/9/20","3D6.1D59587220",113,16,1683,NA,12,"LW","chris","3D6.1D59587220","4/19/21",182,69.5,"Smolt",3,12,"AM","3D6.1D59587220",1,"5/10/21",34,175,0
"1318","L16_29","12/9/20","3D6.1D594D6B2A",89,8.3,1684,NA,12,"LW","chris","3D6.1D594D6B2A","4/19/21",173,59.4,"Transitional",2,12,"AM","3D6.1D594D6B2A",1,"5/10/21",34,158,0
"1319","L16_37","12/9/20","3D6.1D59585422",116,17.8,1685,NA,12,"LW","chris","3D6.1D59585422","4/19/21",211,100.5,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1320","L16_45","12/9/20","3D6.1D59591522",108,14.8,1686,NA,12,"LW","chris","3D6.1D59591522","4/19/21",194,85,"Transitional",2,12,"AM","3D6.1D59591522",1,"5/6/21",34,189,0
"1321","L16_53","12/9/20","3D6.1D5953943D",145,35,1687,NA,12,"LW","chris","3D6.1D5953943D","4/19/21",230,148.6,"Transitional",2,12,"AM",NA,0,NA,NA,NA,NA
"1322","L16_61","12/9/20","3D6.1D5958A545",135,28.9,1688,NA,12,"LW","chris","3D6.1D5958A545","4/19/21",243,152.9,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1323","L16_69","12/9/20","3D6.1D59592886",128,22.1,1689,NA,12,"LW","chris","3D6.1D59592886","4/19/21",231,138.2,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1324","L16_77","12/9/20","3D6.1D59586F8C",127,22.8,1690,NA,12,"LW","chris","3D6.1D59586F8C","4/19/21",214,116.5,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1325","L16_85","12/9/20","3D6.1D5958AEE4",138,30.3,1691,NA,12,"LW","chris","3D6.1D5958AEE4","4/19/21",228,128.1,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1326","L16_93","12/9/20","3D6.1D5959142A",127,20.8,1692,NA,12,"LW","chris","3D6.1D5959142A","4/19/21",218,107.4,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1327","L16_6","12/9/20","3D6.1D59587275",131,23.4,1693,NA,12,"LW","chris","3D6.1D59587275","4/19/21",239,150,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1328","L16_14","12/9/20","3D6.1D5959116E",134,27.6,1694,NA,12,"LW","chris","3D6.1D5959116E","4/19/21",235,147.2,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1329","L16_22","12/9/20","3D6.1D59589181",116,16.9,1695,NA,12,"LW","chris","3D6.1D59589181","4/19/21",209,103.7,"Transitional",2,12,"AM","3D6.1D59589181",1,"5/7/21",35,205,0
"1330","L16_30","12/9/20","3D6.1D595927BF",102,11,1696,NA,12,"LW","chris","3D6.1D595927BF","4/19/21",184,66.6,"Transitional",2,12,"AM","3D6.1D595927BF",1,"5/5/21",35,180,1
"1331","L16_38","12/9/20","3D6.1D595910AF",118,17,1697,NA,12,"LW","chris","3D6.1D595910AF","4/19/21",186,69,"Smolt",3,12,"AM","3D6.1D595910AF",1,"5/6/21",35,183,0
"1332","L16_46","12/9/20","3D6.1D5958B06A",119,16.8,1698,NA,12,"LW","chris","3D6.1D5958B06A","4/19/21",217,111.1,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1333","L16_54","12/9/20","3D6.1D59592354",92,7.7,1699,NA,12,"LW","chris","3D6.1D59592354","4/19/21",165,47,"Transitional",2,12,"AM",NA,0,NA,NA,NA,NA
"1334","L16_62","12/9/20","3D6.1D595857FA",127,22.2,1700,NA,12,"LW","chris","3D6.1D595857FA","4/19/21",225,124.6,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1335","L16_70","12/9/20","3D6.1D59591DB8",129,23.2,1701,NA,12,"LW","chris","3D6.1D59591DB8","4/19/21",216,108.6,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1336","L16_78","12/9/20","3D6.1D5959259F",110,15.1,1702,NA,12,"LW","chris","3D6.1D5959259F","4/19/21",202,96.7,"Smolt",3,12,"AM","3D6.1D5959259F",1,"5/8/21",34,202,0
"1337","L16_86","12/9/20","3D6.1D5958AAC4",142,33.3,1703,NA,12,"LW","chris","3D6.1D5958AAC4","4/19/21",238,163.3,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1338","L16_94","12/9/20","3D6.1D595913F1",122,18.8,1704,NA,12,"LW","chris","3D6.1D595913F1","4/19/21",190,78.3,"Transitional",2,12,"AM","3D6.1D595913F1",1,"5/6/21",35,187,0
"1339","L16_7","12/9/20","3D6.1D595917B3",118,18.6,1705,NA,12,"LW","chris","3D6.1D595917B3","4/19/21",215,112.2,"Transitional",2,12,"AM","3D6.1D595917B3",1,"5/10/21",35,210,0
"1340","L16_15","12/9/20","3D6.1D59592915",132,23.9,1706,NA,12,"LW","chris","3D6.1D59592915","4/19/21",230,137.5,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1341","L16_23","12/9/20","3D6.1D59538839",145,32.4,1707,NA,12,"LW","chris","3D6.1D59538839","4/19/21",255,177.5,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1342","L16_39","12/9/20","3D6.1D5958A73E",91,8.5,1709,NA,12,"LW","chris","3D6.1D5958A73E","4/19/21",174,61.5,"Transitional",2,12,"AM","3D6.1D5958A73E",1,"5/6/21",35,171,0
"1343","L16_47","12/9/20","3D6.1D59586B3D",115,16.2,1710,NA,12,"LW","chris","3D6.1D59586B3D","4/19/21",205,91.4,"Transitional",2,12,"AM","3D6.1D59586B3D",1,"5/8/21",35,199,0
"1344","L16_55","12/9/20","3D6.1D59586185",107,14,1711,NA,12,"LW","chris","3D6.1D59586185","4/19/21",193,77.3,"Smolt",3,12,"AM","3D6.1D59586185",1,"5/6/21",34,185,0
"1345","L16_63","12/9/20","3D6.1D5958A163",96,9.2,1712,NA,12,"LW","chris","3D6.1D5958A163","4/19/21",161,45.1,"Transitional",2,12,"AM","3D6.1D5958A163",1,"5/8/21",35,153,0
"1346","L16_71","12/9/20","3D6.1D59593264",105,12.3,1713,NA,12,"LW","chris","3D6.1D59593264","4/19/21",177,61,"Smolt",3,12,"AM",NA,0,NA,NA,NA,NA
"1347","L16_79","12/9/20","3D6.1D5958ADED",123,21.8,1714,NA,12,"LW","chris","3D6.1D5958ADED","4/19/21",212,112.6,"Smolt",3,12,"AM","3D6.1D5958ADED",1,"5/6/21",35,207,0
"1348","L16_87","12/9/20","3D6.1D5958A341",107,13.5,1715,NA,12,"LW","chris","3D6.1D5958A341","4/19/21",192,86.7,"Transitional",2,12,"AM","3D6.1D5958A341",1,"5/12/21",35,179,0
"1349","L16_95","12/9/20","3D6.1D59588B80",111,15.5,1716,NA,12,"LW","chris","3D6.1D59588B80","4/19/21",209,108.4,"Transitional",2,12,"AM","3D6.1D59588B80",1,"5/8/21",34,200,0
"1350","L16_8","12/9/20","3D6.1D5958A62B",129,26.3,1717,NA,11,"LW","rob","3D6.1D5958A62B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1351","L16_16","12/9/20","3D6.1D594D8D02",130,22.7,1718,NA,11,"LW","rob","3D6.1D594D8D02","4/20/21",203,88,"Transitional",2,11,"JA","3D6.1D594D8D02",1,"5/6/21",34,194,0
"1352","L16_24","12/9/20","3D6.1D595879CC",128,22.3,1719,NA,11,"LW","rob","3D6.1D595879CC","4/20/21",198,88.6,"Transitional",2,11,"JA","3D6.1D595879CC",1,"5/8/21",34,194,0
"1353","L16_32","12/9/20","3D6.1D59591519",123,20.2,1720,NA,11,"LW","rob","3D6.1D59591519","4/20/21",234,133.3,"Smolt",3,11,"JA",NA,0,NA,NA,NA,NA
"1354","L16_40","12/9/20","3D6.1D5958A78F",86,7,1721,NA,11,"LW","rob","3D6.1D5958A78F","4/20/21",151,36.5,"Parr",1,11,"JA","3D6.1D5958A78F",1,"5/6/21",34,150,0
"1355","L16_48","12/9/20","3D6.1D5958A5F1",111,15.3,1722,NA,11,"LW","rob","3D6.1D5958A5F1","4/20/21",194,86.6,"Smolt",3,11,"JA","3D6.1D5958A5F1",1,"5/6/21",34,188,0
"1356","L16_56","12/9/20","3D6.1D59590BFE",98,10.7,1723,NA,11,"LW","rob","3D6.1D59590BFE","4/20/21",177,68.1,"Transitional",2,11,"JA",NA,0,NA,NA,NA,NA
"1357","L16_64","12/9/20","3D6.1D5958AFA3",86,7.9,1724,NA,11,"LW","rob","3D6.1D5958AFA3","4/20/21",157,47.5,"Parr",1,11,"JA","3D6.1D5958AFA3",1,"5/6/21",34,153,0
"1358","L16_72","12/9/20","3D6.1D59585A57",119,16,1725,NA,11,"LW","rob","3D6.1D59585A57","4/20/21",211,101.3,"Transitional",2,11,"JA","3D6.1D59585A57",1,"5/5/21",35,208,1
"1359","L16_80","12/9/20","3D6.1D5959100F",87,7.3,1726,NA,11,"LW","rob","3D6.1D5959100F","4/20/21",169,53.5,"Parr",1,11,"JA","3D6.1D5959100F",1,"5/5/21",35,163,1
"1360","L16_88","12/9/20","3D6.1D5958A7F3",97,8.7,1727,NA,11,"LW","rob","3D6.1D5958A7F3","4/20/21",174,59.2,"Transitional",2,11,"JA","3D6.1D5958A7F3",1,"5/4/21",34,170,1
"1361","L16_96","12/9/20","3D6.1D595921C7",124,21.4,1728,NA,11,"LW","rob","3D6.1D595921C7","4/20/21",189,78.5,"Transitional",2,11,"JA","3D6.1D595921C7",1,"5/8/21",35,186,0
"89","L02_40","12/7/20","3D6.1D59585735",116,16.4,185,NA,9,"EC","rob","3D6.1D59585735","4/22/21",199,76,"Smolt",3,9,"JA","3D6.1D59585735",1,"5/7/21",34,193,0
"93","L02_72","12/7/20","3D6.1D59587142",109,13.3,189,NA,9,"EC","rob","3D6.1D59587142","4/22/21",177,64.4,"Smolt",3,9,"AM",NA,0,NA,NA,NA,NA
"97","L03_1","12/7/20","3D6.1D59591251",124,21.3,193,NA,9,"EC","rob","3D6.1D59591251","4/22/21",214,115.2,"Smolt",3,9,"AM",NA,0,NA,NA,NA,NA
"108","L03_89","12/7/20","3D6.1D59539031",115,18.1,204,NA,9,"EC","rob","3D6.1D59539031","4/22/21",190,83.4,"Smolt",3,9,"AM",NA,0,NA,NA,NA,NA
"109","L03_2","12/7/20","3D6.1D59592103",122,21.8,205,NA,9,"EC","rob","3D6.1D59592103","4/22/21",196,85.2,"Smolt",3,9,"JA",NA,0,NA,NA,NA,NA
"110","L03_10","12/7/20","3D6.1D594D7DC5",124,20.3,206,NA,9,"EC","rob","3D6.1D594D7DC5","4/22/21",195,79.8,"Smolt",3,9,"JA",NA,0,NA,NA,NA,NA
"114","L03_42","12/7/20","3D6.1D59591C1E",119,19.8,210,NA,9,"EC","rob","3D6.1D59591C1E","4/22/21",203,92.6,"Smolt",3,9,"JA","3D6.1D59591C1E",1,"5/6/21",34,198,0
"115","L03_50","12/7/20","3D6.1D594D7A3E",80,5.8,211,NA,9,"EC","rob","3D6.1D594D7A3E","4/22/21",129,23.2,"Parr",1,9,"JA","3D6.1D594D7A3E",1,"5/5/21",35,129,1
"121","L03_3","12/7/20","3D6.1D59591BC9",107,15.2,217,NA,9,"EC","rob","3D6.1D59591BC9","4/22/21",179,66.4,"Parr",1,9,"AM",NA,0,NA,NA,NA,NA
"136","L03_36","12/7/20","3D6.1D595915A2",118,17.9,233,NA,9,"EC","rob","3D6.1D595915A2","4/22/21",198,87,"Smolt",3,9,"AM",NA,0,NA,NA,NA,NA
"138","L03_52","12/7/20","3D6.1D5958ADE7",99,10.4,235,NA,9,"EC","rob","3D6.1D5958ADE7","4/22/21",160,46.6,"Parr",1,9,"AM","3D6.1D5958ADE7",1,"5/8/21",34,162,0
"142","L03_84","12/7/20","3D6.1D5958708E",119,17.7,239,NA,9,"EC","rob","3D6.1D5958708E","4/22/21",193,78.5,"Smolt",3,9,"JA","3D6.1D5958708E",1,"5/10/21",34,188,0
"146","L03_21","12/7/20","3D6.1D59587811",128,24.7,243,NA,9,"EC","rob","3D6.1D59587811","4/22/21",206,100.8,"Smolt",3,9,"JA",NA,0,NA,NA,NA,NA
"147","L03_29","12/7/20","3D6.1D5958917A",104,14.2,244,NA,9,"EC","rob","3D6.1D5958917A","4/22/21",170,57.9,"Parr",1,9,"AM",NA,0,NA,NA,NA,NA
"152","L03_69","12/7/20","3D6.1D59593258",128,24.6,249,NA,9,"EC","rob","3D6.1D59593258","4/22/21",208,105.5,"Smolt",3,9,"JA",NA,0,NA,NA,NA,NA
"159","L03_30","12/7/20","3D6.1D5958643C",114,16.2,256,NA,9,"EC","rob","3D6.1D5958643C","4/22/21",190,77,"Smolt",3,9,"AM",NA,0,NA,NA,NA,NA
"161","L03_46","12/7/20","3D6.1D5958B163",104,12.5,258,NA,9,"EC","rob","3D6.1D5958B163","4/22/21",166,54.7,"Parr",1,9,"AM",NA,0,NA,NA,NA,NA
"164","L03_70","12/8/20","3D6.1D5958A2E9",115,16.7,261,NA,8,"EC","rob","3D6.1D5958A2E9","4/22/21",185,67.5,"Smolt",3,8,"JA","3D6.1D5958A2E9",1,"5/6/21",34,177,0
"168","L03_15","12/8/20","3D6.1D5959164D",120,20.5,266,NA,8,"EC","rob","3D6.1D5959164D","4/22/21",195,78.8,"Smolt",3,8,"AM",NA,0,NA,NA,NA,NA
"172","L03_55","12/8/20","3D6.1D5958AC0A",114,17.1,271,NA,8,"EC","rob","3D6.1D5958AC0A","4/22/21",200,88.3,"Smolt",3,8,"JA","3D6.1D5958AC0A",1,"5/14/21",35,198,0
"174","L03_71","12/8/20","3D6.1D59592192",120,20.4,273,NA,8,"EC","rob","3D6.1D59592192","4/22/21",179,62.9,"Parr",1,8,"JA","3D6.1D59592192",1,"5/10/21",35,171,0
"181","L03_40","12/8/20","3D6.1D594D7761",95,9.6,281,NA,8,"EC","rob","3D6.1D594D7761","4/22/21",153,38.9,"Parr",1,8,"AM",NA,0,NA,NA,NA,NA
"182","L03_48","12/8/20","3D6.1D5958A5CC",109,15.1,282,NA,8,"EC","rob","3D6.1D5958A5CC","4/22/21",174,55.5,"Parr",1,8,"JA",NA,0,NA,NA,NA,NA
"183","L03_56","12/8/20","3D6.1D595912E0",138,30.6,283,NA,8,"EC","rob","3D6.1D595912E0","4/22/21",209,97.3,"Smolt",3,8,"JA","3D6.1D595912E0",1,"5/7/21",35,206,0
"188","L03_96","12/8/20","3D6.1D59593121",115,16,288,NA,8,"EC","rob","3D6.1D59593121","4/22/21",176,58.3,"Parr",1,8,"AM",NA,0,NA,NA,NA,NA
"192","L04_33","12/8/20","3D6.1D59591A70",99,11.8,293,NA,8,"EC","rob","3D6.1D59591A70","4/22/21",164,48,"Parr",1,8,"JA","3D6.1D59591A70",1,"5/6/21",34,162,0
"194","L04_49","12/8/20","3D6.1D59590FFF",111,14.3,295,NA,8,"EC","rob","3D6.1D59590FFF","4/22/21",188,70.7,"Smolt",3,8,"JA",NA,0,NA,NA,NA,NA
"203","L04_26","12/8/20","3D6.1D595923D7",122,20.1,304,NA,8,"EC","rob","3D6.1D595923D7","4/22/21",181,68.9,"Parr",1,8,"AM","3D6.1D595923D7",1,"5/8/21",35,179,0
"208","L04_66","12/8/20","3D6.1D59588F96",79,5.5,309,NA,8,"EC","rob","3D6.1D59588F96","4/22/21",158,43.2,"Parr",1,8,"AM",NA,0,NA,NA,NA,NA
"209","L04_74","12/8/20","3D6.1D595913AB",80,6.2,310,NA,8,"EC","rob","3D6.1D595913AB","4/22/21",120,19.5,"Parr",1,8,"AM","3D6.1D595913AB",1,"5/5/21",35,123,1
"213","L04_11","12/8/20","3D6.1D59587492",132,25.2,314,NA,8,"EC","rob","3D6.1D59587492","4/22/21",211,104.5,"Smolt",3,8,"JA",NA,0,NA,NA,NA,NA
"214","L04_19","12/8/20","3D6.1D594D8070",107,13.6,315,NA,8,"EC","rob","3D6.1D594D8070","4/22/21",177,63.2,"Parr",1,8,"AM",NA,0,NA,NA,NA,NA
"217","L04_43","12/8/20","3D6.1D59592661",105,12.4,318,NA,8,"EC","rob","3D6.1D59592661","4/22/21",165,47.8,"Parr",1,8,"JA","3D6.1D59592661",1,"5/5/21",35,161,1
"218","L04_51","12/8/20","3D6.1D5958917E",85,7,319,NA,8,"EC","rob","3D6.1D5958917E","4/22/21",152,38.3,"Parr",1,8,"JA","3D6.1D5958917E",1,"5/5/21",35,148,1
"222","L04_83","12/8/20","3D6.1D59587140",88,9.1,323,NA,8,"EC","rob","3D6.1D59587140","4/22/21",147,37.4,"Parr",1,8,"AM","3D6.1D59587140",1,"5/6/21",34,151,0
"223","L04_91","12/8/20","3D6.1D59592C2A",106,11.3,324,NA,8,"EC","rob","3D6.1D59592C2A","4/22/21",162,47.4,"Parr",1,8,"AM",NA,0,NA,NA,NA,NA
"225","L04_12","12/8/20","3D6.1D59592453",84,6.4,326,NA,8,"EC","rob","3D6.1D59592453","4/22/21",122,20.1,"Parr",1,8,"AM","3D6.1D59592453",1,"5/5/21",35,123,1
"226","L04_20","12/8/20","3D6.1D59591D3E",115,19.8,327,NA,8,"EC","rob","3D6.1D59591D3E","4/22/21",188,87.1,"Parr",1,8,"AM","3D6.1D59591D3E",1,"5/6/21",34,188,0
"235","L04_92","12/8/20","3D6.1D5958AB69",115,16.9,336,NA,8,"EC","rob","3D6.1D5958AB69","4/22/21",197,88.4,"Smolt",3,8,"JA","3D6.1D5958AB69",1,"5/10/21",35,190,0
"238","L04_21","12/8/20","3D6.1D5959023D",114,15.6,339,NA,8,"EC","rob","3D6.1D5959023D","4/22/21",171,57.1,"Parr",1,8,"AM","3D6.1D5959023D",1,"5/5/21",34,172,1
"242","L04_53","12/8/20","3D6.1D59590E67",131,24,343,NA,8,"EC","rob","3D6.1D59590E67","4/22/21",195,78.5,"Smolt",3,8,"JA","3D6.1D59590E67",1,"5/6/21",35,192,0
"245","L04_77","12/8/20","3D6.1D595868F7",125,21.9,346,NA,8,"EC","rob","3D6.1D595868F7","4/22/21",187,75.2,"Parr",1,8,"AM",NA,0,NA,NA,NA,NA
"249","L04_14","12/8/20","3D6.1D5958ADDC",113,15.7,350,NA,8,"EC","rob","3D6.1D5958ADDC","4/22/21",187,75.8,"Smolt",3,8,"JA",NA,0,NA,NA,NA,NA
"252","L04_38","12/8/20","3D6.1D59585081",97,9.6,353,NA,8,"EC","rob","3D6.1D59585081","4/22/21",162,46.9,"Parr",1,8,"AM","3D6.1D59585081",1,"5/4/21",34,160,1
"253","L04_46","12/8/20","3D6.1D59589DF4",96,8.6,354,NA,8,"EC","rob","3D6.1D59589DF4","4/22/21",153,39.2,"Parr",1,8,"JA","3D6.1D59589DF4",1,"5/6/21",34,154,0
"254","L04_54","12/8/20","3D6.1D594D6992",138,28.2,355,NA,8,"EC","rob","3D6.1D594D6992","4/22/21",211,106.1,"Smolt",3,8,"AM",NA,0,NA,NA,NA,NA
"255","L04_62","12/8/20","3D6.1D5953916E",138,28,356,NA,8,"EC","rob","3D6.1D5953916E","4/22/21",208,97,"Smolt",3,8,"JA","3D6.1D5953916E",1,"5/13/21",34,200,0
"257","L04_78","12/8/20","3D6.1D59590127",141,28.6,358,NA,8,"EC","rob","3D6.1D59590127","4/22/21",222,114,"Smolt",3,8,"JA","3D6.1D59590127",1,"5/10/21",34,210,0
"258","L04_86","12/8/20","3D6.1D5958ABF6",113,16.7,359,NA,8,"EC","rob","3D6.1D5958ABF6","4/22/21",185,71.7,"Parr",1,8,"AM",NA,0,NA,NA,NA,NA
"261","L04_15","12/8/20","3D6.1D59591C08",127,22.7,362,NA,8,"EC","rob","3D6.1D59591C08","4/22/21",177,62.7,"Parr",1,8,"AM","3D6.1D59591C08",1,"5/8/21",35,175,0
"263","L04_39","12/8/20","3D6.1D59588ACE",113,15.8,365,NA,8,"EC","rob","3D6.1D59588ACE","4/22/21",188,73.6,"Smolt",3,8,"JA",NA,0,NA,NA,NA,NA
"266","L04_63","12/8/20","3D6.1D5958FEB8",110,14.1,368,NA,3,"LC","chris","3D6.1D5958FEB8","4/21/21",203,93.5,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"270","L04_8","12/8/20","3D6.1D595912C0",113,17.7,373,NA,3,"LC","chris","3D6.1D595912C0","4/21/21",192,81.4,"Smolt",3,3,"JA","3D6.1D595912C0",1,"5/12/21",35,188,0
