Tag.Date,Tag_ID,Length,Weight,Fin_Clip_Number,Comment,Tank...7,Treatment,collector,Smolt.Assessment,SA.date,FL,WT,SI.text,SI.code,Tank...16,Tech,SWC.PIT,SWC.mort.14.day,Mort.Date,SWC.Tank,SWC.FL,X48.hr.SWC.mort
2020-12-08T00:00:00Z,3D6.1D595889F5,107,13.7,1441,NA,3,LC,jeff,3D6.1D595889F5,2021-04-21T00:00:00Z,199,92.8,Smolt,3,3,JA,3D6.1D595889F5,1,2021-05-07T00:00:00Z,34,196,0
2020-12-08T00:00:00Z,3D6.1D59590C27,93,8.7,487,NA,7,LC,chris,3D6.1D59590C27,2021-04-20T00:00:00Z,178,55.9,Smolt,3,7,JA,3D6.1D59590C27,1,2021-05-12T00:00:00Z,34,168,0
2020-12-08T00:00:00Z,3D6.1D5958A146,88,7.3,530,NA,7,LC,chris,3D6.1D5958A146,2021-04-20T00:00:00Z,158,44.8,Smolt,3,7,AM,3D6.1D5958A146,1,2021-05-10T00:00:00Z,35,149,0
2020-12-08T00:00:00Z,3D6.1D5958A7B3,87,7.1,547,NA,7,LC,chris,3D6.1D5958A7B3,2021-04-20T00:00:00Z,150,38.3,Smolt,3,7,AM,3D6.1D5958A7B3,1,2021-05-10T00:00:00Z,34,146,0
2020-12-08T00:00:00Z,3D6.1D59591E3A,93,9.1,1501,NA,3,LC,jeff,3D6.1D59591E3A,2021-04-21T00:00:00Z,187,71.3,Smolt,3,3,JA,3D6.1D59591E3A,1,2021-05-08T00:00:00Z,35,182,0
2020-12-08T00:00:00Z,3D6.1D59588DCE,116,17.4,559,NA,7,LC,chris,3D6.1D59588DCE,2021-04-20T00:00:00Z,204,91.7,Smolt,3,7,AM,3D6.1D59588DCE,1,2021-05-08T00:00:00Z,34,203,0
2020-12-08T00:00:00Z,3D6.1D595865CC,100,12,462,NA,3,LC,chris,3D6.1D595865CC,2021-04-21T00:00:00Z,185,74.6,Smolt,3,3,JA,3D6.1D595865CC,1,2021-05-08T00:00:00Z,35,181,0
2020-12-08T00:00:00Z,3D6.1D594D8B19,118,18.8,1525,NA,3,LC,jeff,3D6.1D594D8B19,2021-04-21T00:00:00Z,194,86.3,Smolt,3,3,JA,3D6.1D594D8B19,1,2021-05-13T00:00:00Z,35,188,0
2020-12-08T00:00:00Z,3D6.1D595929B8,104,11.7,1451,NA,3,LC,jeff,3D6.1D595929B8,2021-04-21T00:00:00Z,203,88.5,Smolt,3,3,JA,3D6.1D595929B8,1,2021-05-06T00:00:00Z,35,198,0
2020-12-08T00:00:00Z,3D6.1D59592E36,108,13.4,1564,NA,7,LC,jeff,3D6.1D59592E36,2021-04-20T00:00:00Z,113,87.6,Smolt,3,7,JA,3D6.1D59592E36,1,2021-05-10T00:00:00Z,34,192,0
2020-12-08T00:00:00Z,3D6.1D5958A6AD,95,8.9,1592,NA,7,LC,jeff,3D6.1D5958A6AD,2021-04-20T00:00:00Z,186,69.3,Smolt,3,7,AM,3D6.1D5958A6AD,1,2021-05-08T00:00:00Z,35,181,0
2020-12-08T00:00:00Z,3D6.1D594D772E,103,12,1563,NA,7,LC,jeff,3D6.1D594D772E,2021-04-20T00:00:00Z,201,91.3,Smolt,3,7,AM,3D6.1D594D772E,1,2021-05-10T00:00:00Z,35,190,0
2020-12-08T00:00:00Z,3D6.1D5958A491,125,22.6,515,NA,7,LC,chris,3D6.1D5958A491,2021-04-20T00:00:00Z,229,134.3,Smolt,3,7,JA,3D6.1D5958A491,1,2021-05-12T00:00:00Z,35,225,0
2020-12-08T00:00:00Z,3D6.1D59591621,102,12.4,507,NA,7,LC,chris,3D6.1D59591621,2021-04-20T00:00:00Z,182,64.3,Smolt,3,7,AM,3D6.1D59591621,1,2021-05-07T00:00:00Z,35,190,0
